,Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
25,New Zealand,Australia,Australia,106 runs,Christchurch,"Feb 22, 2005",ODI # 2228
26,South Africa,Zimbabwe,South Africa,165 runs,Johannesburg,"Feb 25, 2005",ODI # 2229
27,New Zealand,Australia,Australia,86 runs,Auckland,"Feb 26, 2005",ODI # 2230
28,South Africa,Zimbabwe,South Africa,131 runs,Durban,"Feb 27, 2005",ODI # 2231
29,New Zealand,Australia,Australia,7 wickets,Wellington,"Mar 1, 2005",ODI # 2232
30,South Africa,Zimbabwe,South Africa,5 wickets,Port Elizabeth,"Mar 2, 2005",ODI # 2233
31,New Zealand,Australia,Australia,122 runs,Napier,"Mar 5, 2005",ODI # 2234
32,India,Pakistan,India,87 runs,Kochi,"Apr 2, 2005",ODI # 2235
33,India,Pakistan,India,58 runs,Visakhapatnam,"Apr 5, 2005",ODI # 2236
34,India,Pakistan,Pakistan,106 runs,Jamshedpur,"Apr 9, 2005",ODI # 2237
35,India,Pakistan,Pakistan,3 wickets,Ahmedabad,"Apr 12, 2005",ODI # 2238
36,India,Pakistan,Pakistan,5 wickets,Kanpur,"Apr 15, 2005",ODI # 2239
37,India,Pakistan,Pakistan,159 runs,Delhi,"Apr 17, 2005",ODI # 2240
38,West Indies,South Africa,South Africa,8 wickets,Kingston,"May 7, 2005",ODI # 2241
39,West Indies,South Africa,South Africa,8 wickets,Kingston,"May 8, 2005",ODI # 2242
40,West Indies,South Africa,South Africa,1 run,Bridgetown,"May 11, 2005",ODI # 2243
41,West Indies,South Africa,South Africa,6 wickets,Port of Spain,"May 14, 2005",ODI # 2244
42,West Indies,South Africa,South Africa,7 wickets,Port of Spain,"May 15, 2005",ODI # 2245
43,West Indies,Pakistan,Pakistan,59 runs,Kingstown,"May 18, 2005",ODI # 2246
44,West Indies,Pakistan,Pakistan,40 runs,Gros Islet,"May 21, 2005",ODI # 2247
45,West Indies,Pakistan,Pakistan,22 runs,Gros Islet,"May 22, 2005",ODI # 2248
46,England,Bangladesh,England,10 wickets,The Oval,"Jun 16, 2005",ODI # 2249
47,Australia,Bangladesh,Bangladesh,5 wickets,Cardiff,"Jun 18, 2005",ODI # 2250
48,England,Australia,England,3 wickets,Bristol,"Jun 19, 2005",ODI # 2251
49,England,Bangladesh,England,168 runs,Nottingham,"Jun 21, 2005",ODI # 2252
50,England,Australia,Australia,57 runs,Chester-le-Street,"Jun 23, 2005",ODI # 2253
51,Australia,Bangladesh,Australia,10 wickets,Manchester,"Jun 25, 2005",ODI # 2254
52,England,Bangladesh,England,5 wickets,Leeds,"Jun 26, 2005",ODI # 2255
53,England,Australia,no result,,Birmingham,"Jun 28, 2005",ODI # 2256
54,Australia,Bangladesh,Australia,6 wickets,Canterbury,"Jun 30, 2005",ODI # 2257
55,England,Australia,tied,,Lord's,"Jul 2, 2005",ODI # 2258
56,England,Australia,England,9 wickets,Leeds,"Jul 7, 2005",ODI # 2259
57,England,Australia,Australia,7 wickets,Lord's,"Jul 10, 2005",ODI # 2260
58,England,Australia,Australia,8 wickets,The Oval,"Jul 12, 2005",ODI # 2261
59,Sri Lanka,India,Sri Lanka,3 wickets,Dambulla,"Jul 30, 2005",ODI # 2262
60,India,West Indies,India,6 wickets,Dambulla,"Jul 31, 2005",ODI # 2263
61,Sri Lanka,West Indies,Sri Lanka,50 runs,Dambulla,"Aug 2, 2005",ODI # 2264
62,Sri Lanka,India,Sri Lanka,4 wickets,Dambulla,"Aug 3, 2005",ODI # 2265
63,Sri Lanka,West Indies,West Indies,33 runs,Colombo (RPS),"Aug 6, 2005",ODI # 2266
64,India,West Indies,India,7 runs,Colombo (RPS),"Aug 7, 2005",ODI # 2267
65,Sri Lanka,India,Sri Lanka,18 runs,Colombo (RPS),"Aug 9, 2005",ODI # 2268
66,Africa XI,Asia XI,Africa XI,2 runs,Centurion,"Aug 17, 2005",ODI # 2269
67,Africa XI,Asia XI,Asia XI,17 runs,Durban,"Aug 20, 2005",ODI # 2270
68,Africa XI,Asia XI,no result,,Durban,"Aug 21, 2005",ODI # 2271
69,Zimbabwe,New Zealand,New Zealand,192 runs,Bulawayo,"Aug 24, 2005",ODI # 2272
70,India,New Zealand,New Zealand,51 runs,Bulawayo,"Aug 26, 2005",ODI # 2273
71,Zimbabwe,India,India,161 runs,Harare,"Aug 29, 2005",ODI # 2274
72,Sri Lanka,Bangladesh,Sri Lanka,88 runs,Colombo (SSC),"Aug 31, 2005",ODI # 2275
73,Zimbabwe,New Zealand,New Zealand,27 runs,Harare,"Aug 31, 2005",ODI # 2276
74,Sri Lanka,Bangladesh,Sri Lanka,75 runs,Colombo (RPS),"Sep 2, 2005",ODI # 2277
75,India,New Zealand,India,6 wickets,Harare,"Sep 2, 2005",ODI # 2278
76,Sri Lanka,Bangladesh,Sri Lanka,6 wickets,Colombo (RPS),"Sep 4, 2005",ODI # 2279
77,Zimbabwe,India,India,4 wickets,Harare,"Sep 4, 2005",ODI # 2280
78,India,New Zealand,New Zealand,6 wickets,Harare,"Sep 6, 2005",ODI # 2281
79,Australia,ICC World XI,Australia,93 runs,Melbourne (Docklands),"Oct 5, 2005",ODI # 2282
80,Australia,ICC World XI,Australia,55 runs,Melbourne (Docklands),"Oct 7, 2005",ODI # 2283
81,Australia,ICC World XI,Australia,156 runs,Melbourne (Docklands),"Oct 9, 2005",ODI # 2284
82,South Africa,New Zealand,South Africa,2 wickets,Bloemfontein,"Oct 23, 2005",ODI # 2285
83,India,Sri Lanka,India,152 runs,Nagpur,"Oct 25, 2005",ODI # 2286
84,India,Sri Lanka,India,8 wickets,Mohali,"Oct 28, 2005",ODI # 2287
85,South Africa,New Zealand,South Africa,19 runs,Cape Town,"Oct 28, 2005",ODI # 2288
86,South Africa,New Zealand,South Africa,4 wickets,Port Elizabeth,"Oct 30, 2005",ODI # 2289
87,India,Sri Lanka,India,6 wickets,Jaipur,"Oct 31, 2005",ODI # 2290
88,India,Sri Lanka,India,4 wickets,Pune,"Nov 3, 2005",ODI # 2291
89,South Africa,New Zealand,no result,,Durban,"Nov 4, 2005",ODI # 2292
90,South Africa,New Zealand,South Africa,5 wickets,Centurion,"Nov 6, 2005",ODI # 2293
91,India,Sri Lanka,Sri Lanka,5 wickets,Ahmedabad,"Nov 6, 2005",ODI # 2294
92,India,Sri Lanka,India,7 wickets,Rajkot,"Nov 9, 2005",ODI # 2295
93,India,Sri Lanka,India,5 wickets,Vadodara,"Nov 12, 2005",ODI # 2296
94,India,South Africa,South Africa,5 wickets,Hyderabad (Deccan),"Nov 16, 2005",ODI # 2297
95,India,South Africa,India,6 wickets,Bengaluru,"Nov 19, 2005",ODI # 2298
96,India,South Africa,South Africa,10 wickets,Kolkata,"Nov 25, 2005",ODI # 2299
97,India,South Africa,India,5 wickets,Mumbai,"Nov 28, 2005",ODI # 2300
98,New Zealand,Australia,Australia,147 runs,Auckland,"Dec 3, 2005",ODI # 2301
99,New Zealand,Australia,Australia,2 runs,Wellington,"Dec 7, 2005",ODI # 2302
100,New Zealand,Australia,New Zealand,2 wickets,Christchurch,"Dec 10, 2005",ODI # 2303
101,Pakistan,England,England,42 runs,Lahore,"Dec 10, 2005",ODI # 2304
102,Pakistan,England,Pakistan,7 wickets,Lahore,"Dec 12, 2005",ODI # 2305
103,Pakistan,England,Pakistan,165 runs,Karachi,"Dec 15, 2005",ODI # 2306
104,Pakistan,England,Pakistan,13 runs,Rawalpindi,"Dec 19, 2005",ODI # 2307
105,Pakistan,England,England,6 runs,Rawalpindi,"Dec 21, 2005",ODI # 2308
106,New Zealand,Sri Lanka,New Zealand,7 wickets,Queenstown,"Dec 31, 2005",ODI # 2309
