,Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
0,West Indies,Pakistan,West Indies,4 wickets,Albion,"Mar 16, 1977",ODI # 41
1,England,Australia,England,2 wickets,Manchester,"Jun 2, 1977",ODI # 42
2,England,Australia,England,101 runs,Birmingham,"Jun 4, 1977",ODI # 43
3,England,Australia,Australia,2 wickets,The Oval,"Jun 6, 1977",ODI # 44
4,Pakistan,England,England,3 wickets,Sahiwal,"Dec 23, 1977",ODI # 45
5,Pakistan,England,England,6 wickets,Sialkot,"Dec 30, 1977",ODI # 46
