,Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
54,Pakistan,Sri Lanka,Pakistan,15 runs,Gujranwala,"Oct 23, 1985",ODI # 336
55,Pakistan,Sri Lanka,Pakistan,5 wickets,Lahore,"Oct 25, 1985",ODI # 337
56,Pakistan,Sri Lanka,Pakistan,89 runs,Hyderabad (Sind),"Nov 3, 1985",ODI # 338
57,Pakistan,West Indies,West Indies,7 wickets,Sharjah,"Nov 15, 1985",ODI # 339
58,India,Pakistan,Pakistan,48 runs,Sharjah,"Nov 17, 1985",ODI # 340
59,India,West Indies,West Indies,8 wickets,Sharjah,"Nov 22, 1985",ODI # 341
60,Pakistan,West Indies,West Indies,8 wickets,Gujranwala,"Nov 27, 1985",ODI # 342
61,Pakistan,West Indies,Pakistan,6 wickets,Lahore,"Nov 29, 1985",ODI # 343
62,Pakistan,West Indies,West Indies,40 runs,Peshawar,"Dec 2, 1985",ODI # 344
63,Pakistan,West Indies,Pakistan,5 wickets,Rawalpindi,"Dec 4, 1985",ODI # 345
64,Pakistan,West Indies,West Indies,8 wickets,Karachi,"Dec 6, 1985",ODI # 346
