,Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
23,West Indies,England,West Indies,135 runs,Bridgetown,"Mar 19, 1986",ODI # 370
24,New Zealand,Australia,New Zealand,53 runs,Christchurch,"Mar 22, 1986",ODI # 371
25,New Zealand,Australia,Australia,3 wickets,Wellington,"Mar 26, 1986",ODI # 372
26,New Zealand,Australia,Australia,44 runs,Auckland,"Mar 29, 1986",ODI # 373
27,Sri Lanka,Pakistan,Pakistan,81 runs,Colombo (PSS),"Mar 30, 1986",ODI # 374
28,Bangladesh,Pakistan,Pakistan,7 wickets,Moratuwa,"Mar 31, 1986",ODI # 375
29,West Indies,England,West Indies,8 wickets,Port of Spain,"Mar 31, 1986",ODI # 376
30,Sri Lanka,Bangladesh,Sri Lanka,7 wickets,Kandy,"Apr 2, 1986",ODI # 377
31,Sri Lanka,New Zealand,New Zealand,6 wickets,Colombo (RPS),"Apr 5, 1986",ODI # 378
32,Sri Lanka,Pakistan,Sri Lanka,5 wickets,Colombo (SSC),"Apr 6, 1986",ODI # 379
33,New Zealand,Pakistan,Pakistan,4 wickets,Colombo (SSC),"Apr 7, 1986",ODI # 380
34,India,New Zealand,India,3 wickets,Sharjah,"Apr 10, 1986",ODI # 381
35,Australia,Pakistan,Pakistan,8 wickets,Sharjah,"Apr 11, 1986",ODI # 382
36,India,Sri Lanka,India,3 wickets,Sharjah,"Apr 13, 1986",ODI # 383
37,New Zealand,Pakistan,Pakistan,10 wickets,Sharjah,"Apr 15, 1986",ODI # 384
38,India,Pakistan,Pakistan,1 wicket,Sharjah,"Apr 18, 1986",ODI # 385
39,England,India,India,9 wickets,The Oval,"May 24, 1986",ODI # 386
40,England,India,England,5 wickets,Manchester,"May 26, 1986",ODI # 387
41,England,New Zealand,New Zealand,47 runs,Leeds,"Jul 16, 1986",ODI # 388
42,England,New Zealand,England,6 wickets,Manchester,"Jul 18, 1986",ODI # 389
43,India,Australia,India,7 wickets,Jaipur,"Sep 7, 1986",ODI # 390
44,India,Australia,Australia,3 wickets,Srinagar,"Sep 9, 1986",ODI # 391
45,India,Australia,no result,,Hyderabad (Deccan),"Sep 24, 1986",ODI # 392
46,India,Australia,India,3 wickets,Delhi,"Oct 2, 1986",ODI # 393
47,India,Australia,India,52 runs,Ahmedabad,"Oct 5, 1986",ODI # 394
48,India,Australia,Australia,7 wickets,Rajkot,"Oct 7, 1986",ODI # 395
49,Pakistan,West Indies,West Indies,4 wickets,Peshawar,"Oct 17, 1986",ODI # 396
50,Pakistan,West Indies,West Indies,17 runs,Gujranwala,"Nov 4, 1986",ODI # 397
51,Pakistan,West Indies,West Indies,4 wickets,Sialkot,"Nov 14, 1986",ODI # 398
52,Pakistan,West Indies,West Indies,89 runs,Multan,"Nov 17, 1986",ODI # 399
53,Pakistan,West Indies,Pakistan,11 runs,Hyderabad (Sind),"Nov 18, 1986",ODI # 400
54,India,Sri Lanka,India,7 wickets,Sharjah,"Nov 27, 1986",ODI # 401
55,Pakistan,West Indies,West Indies,9 wickets,Sharjah,"Nov 28, 1986",ODI # 402
56,India,West Indies,West Indies,33 runs,Sharjah,"Nov 30, 1986",ODI # 403
57,Pakistan,Sri Lanka,Pakistan,4 wickets,Sharjah,"Dec 2, 1986",ODI # 404
58,Sri Lanka,West Indies,West Indies,193 runs,Sharjah,"Dec 3, 1986",ODI # 405
59,India,Pakistan,Pakistan,3 wickets,Sharjah,"Dec 5, 1986",ODI # 406
60,India,Sri Lanka,Sri Lanka,117 runs,Kanpur,"Dec 24, 1986",ODI # 407
61,Pakistan,West Indies,Pakistan,34 runs,Perth,"Dec 30, 1986",ODI # 408
