,Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
50,Sri Lanka,Australia,Australia,3 wickets,Colombo (RPS),"Aug 21, 2016",ODI # 3768
51,Sri Lanka,Australia,Sri Lanka,82 runs,Colombo (RPS),"Aug 24, 2016",ODI # 3769
52,England,Pakistan,England,44 runs,Southampton,"Aug 24, 2016",ODI # 3770
53,England,Pakistan,England,4 wickets,Lord's,"Aug 27, 2016",ODI # 3771
54,Sri Lanka,Australia,Australia,2 wickets,Dambulla,"Aug 28, 2016",ODI # 3772
55,England,Pakistan,England,169 runs,Nottingham,"Aug 30, 2016",ODI # 3773
56,Sri Lanka,Australia,Australia,6 wickets,Dambulla,"Aug 31, 2016",ODI # 3774
57,England,Pakistan,England,4 wickets,Leeds,"Sep 1, 2016",ODI # 3775
58,Sri Lanka,Australia,Australia,5 wickets,Pallekele,"Sep 4, 2016",ODI # 3776
59,England,Pakistan,Pakistan,4 wickets,Cardiff,"Sep 4, 2016",ODI # 3777
60,Scotland,Hong Kong,no result,,Edinburgh,"Sep 8, 2016",ODI # 3778
61,Scotland,Hong Kong,Scotland,53 runs,Edinburgh,"Sep 10, 2016",ODI # 3779
62,South Africa,Ireland,South Africa,206 runs,Benoni,"Sep 25, 2016",ODI # 3780
63,Bangladesh,Afghanistan,Bangladesh,7 runs,Dhaka,"Sep 25, 2016",ODI # 3781
64,Australia,Ireland,Australia,9 wickets,Benoni,"Sep 27, 2016",ODI # 3782
65,Bangladesh,Afghanistan,Afghanistan,2 wickets,Dhaka,"Sep 28, 2016",ODI # 3783
66,Pakistan,West Indies,Pakistan,111 runs,Sharjah,"Sep 30, 2016",ODI # 3784
67,South Africa,Australia,South Africa,6 wickets,Centurion,"Sep 30, 2016",ODI # 3785
68,Bangladesh,Afghanistan,Bangladesh,141 runs,Dhaka,"Oct 1, 2016",ODI # 3786
69,South Africa,Australia,South Africa,142 runs,Johannesburg,"Oct 2, 2016",ODI # 3787
70,Pakistan,West Indies,Pakistan,59 runs,Sharjah,"Oct 2, 2016",ODI # 3788
71,Pakistan,West Indies,Pakistan,136 runs,Abu Dhabi,"Oct 5, 2016",ODI # 3789
72,South Africa,Australia,South Africa,4 wickets,Durban,"Oct 5, 2016",ODI # 3790
73,Bangladesh,England,England,21 runs,Dhaka,"Oct 7, 2016",ODI # 3791
74,South Africa,Australia,South Africa,6 wickets,Port Elizabeth,"Oct 9, 2016",ODI # 3792
75,Bangladesh,England,Bangladesh,34 runs,Dhaka,"Oct 9, 2016",ODI # 3793
76,Bangladesh,England,England,4 wickets,Chittagong,"Oct 12, 2016",ODI # 3794
77,South Africa,Australia,South Africa,31 runs,Cape Town,"Oct 12, 2016",ODI # 3795
78,India,New Zealand,India,6 wickets,Dharamsala,"Oct 16, 2016",ODI # 3796
79,India,New Zealand,New Zealand,6 runs,Delhi,"Oct 20, 2016",ODI # 3797
80,India,New Zealand,India,7 wickets,Mohali,"Oct 23, 2016",ODI # 3798
81,India,New Zealand,New Zealand,19 runs,Ranchi,"Oct 26, 2016",ODI # 3799
82,India,New Zealand,India,190 runs,Visakhapatnam,"Oct 29, 2016",ODI # 3800
83,Hong Kong,P.N.G.,Hong Kong,106 runs,Mong Kok,"Nov 4, 2016",ODI # 3801
84,Hong Kong,P.N.G.,P.N.G.,14 runs,Mong Kok,"Nov 6, 2016",ODI # 3802
85,Hong Kong,P.N.G.,Hong Kong,7 wickets,Mong Kok,"Nov 8, 2016",ODI # 3803
86,Zimbabwe,Sri Lanka,Sri Lanka,8 wickets,Harare,"Nov 14, 2016",ODI # 3804
87,Sri Lanka,West Indies,West Indies,62 runs,Harare,"Nov 16, 2016",ODI # 3805
88,Zimbabwe,West Indies,tied,,Bulawayo,"Nov 19, 2016",ODI # 3806
89,Zimbabwe,Sri Lanka,no result,,Bulawayo,"Nov 21, 2016",ODI # 3807
90,Sri Lanka,West Indies,Sri Lanka,1 run,Bulawayo,"Nov 23, 2016",ODI # 3808
91,Zimbabwe,West Indies,Zimbabwe,5 runs,Bulawayo,"Nov 25, 2016",ODI # 3809
92,Zimbabwe,Sri Lanka,Sri Lanka,6 wickets,Bulawayo,"Nov 27, 2016",ODI # 3810
93,Australia,New Zealand,Australia,68 runs,Sydney,"Dec 4, 2016",ODI # 3811
94,Australia,New Zealand,Australia,116 runs,Canberra,"Dec 6, 2016",ODI # 3812
95,Australia,New Zealand,Australia,117 runs,Melbourne,"Dec 9, 2016",ODI # 3813
96,New Zealand,Bangladesh,New Zealand,77 runs,Christchurch,"Dec 26, 2016",ODI # 3814
97,New Zealand,Bangladesh,New Zealand,67 runs,Nelson,"Dec 29, 2016",ODI # 3815
98,New Zealand,Bangladesh,New Zealand,8 wickets,Nelson,"Dec 31, 2016",ODI # 3816
