,Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
78,Sri Lanka,New Zealand,Sri Lanka,106 runs,Colombo (SSC),"Jul 31, 2001",ODI # 1741
79,Sri Lanka,India,India,46 runs,Colombo (SSC),"Aug 1, 2001",ODI # 1742
80,India,New Zealand,India,7 wickets,Colombo (SSC),"Aug 2, 2001",ODI # 1743
81,Sri Lanka,India,Sri Lanka,121 runs,Colombo (RPS),"Aug 5, 2001",ODI # 1744
82,Kenya,West Indies,West Indies,106 runs,Nairobi,"Aug 15, 2001",ODI # 1745
83,Kenya,West Indies,West Indies,6 wickets,Nairobi (Gym),"Aug 18, 2001",ODI # 1746
84,Kenya,West Indies,West Indies,7 wickets,Nairobi (Gym),"Aug 19, 2001",ODI # 1747
85,Zimbabwe,South Africa,South Africa,153 runs,Bulawayo,"Sep 23, 2001",ODI # 1748
86,Zimbabwe,South Africa,South Africa,148 runs,Harare,"Sep 29, 2001",ODI # 1749
87,Zimbabwe,South Africa,South Africa,6 wickets,Harare,"Sep 30, 2001",ODI # 1750
88,Zimbabwe,England,England,5 wickets,Harare,"Oct 3, 2001",ODI # 1751
89,South Africa,India,South Africa,6 wickets,Johannesburg,"Oct 5, 2001",ODI # 1752
90,Zimbabwe,England,England,8 wickets,Harare,"Oct 6, 2001",ODI # 1753
91,Zimbabwe,England,England,4 wickets,Harare,"Oct 7, 2001",ODI # 1754
92,South Africa,Kenya,South Africa,7 wickets,Benoni,"Oct 7, 2001",ODI # 1755
93,Zimbabwe,England,England,70 runs,Bulawayo,"Oct 10, 2001",ODI # 1756
94,South Africa,India,India,41 runs,Centurion,"Oct 10, 2001",ODI # 1757
95,India,Kenya,India,10 wickets,Bloemfontein,"Oct 12, 2001",ODI # 1758
96,Zimbabwe,England,England,7 wickets,Bulawayo,"Oct 13, 2001",ODI # 1759
97,South Africa,Kenya,South Africa,9 wickets,Kimberley,"Oct 14, 2001",ODI # 1760
98,India,Kenya,Kenya,70 runs,Port Elizabeth,"Oct 17, 2001",ODI # 1761
99,South Africa,India,South Africa,46 runs,East London,"Oct 19, 2001",ODI # 1762
100,South Africa,Kenya,South Africa,208 runs,Cape Town,"Oct 22, 2001",ODI # 1763
101,India,Kenya,India,186 runs,Paarl,"Oct 24, 2001",ODI # 1764
102,Sri Lanka,Zimbabwe,Sri Lanka,63 runs,Sharjah,"Oct 26, 2001",ODI # 1765
103,South Africa,India,South Africa,6 wickets,Durban,"Oct 26, 2001",ODI # 1766
104,Pakistan,Sri Lanka,Sri Lanka,7 wickets,Sharjah,"Oct 27, 2001",ODI # 1767
105,Pakistan,Zimbabwe,Pakistan,106 runs,Sharjah,"Oct 28, 2001",ODI # 1768
106,Sri Lanka,Zimbabwe,Sri Lanka,79 runs,Sharjah,"Oct 30, 2001",ODI # 1769
107,Pakistan,Zimbabwe,Pakistan,29 runs,Sharjah,"Oct 31, 2001",ODI # 1770
108,Pakistan,Sri Lanka,Pakistan,7 wickets,Sharjah,"Nov 2, 2001",ODI # 1771
109,Pakistan,Sri Lanka,Pakistan,5 wickets,Sharjah,"Nov 4, 2001",ODI # 1772
110,Bangladesh,Zimbabwe,Zimbabwe,5 wickets,Chittagong,"Nov 23, 2001",ODI # 1773
111,Bangladesh,Zimbabwe,Zimbabwe,42 runs,Dhaka,"Nov 25, 2001",ODI # 1774
112,Bangladesh,Zimbabwe,Zimbabwe,7 wickets,Dhaka,"Nov 26, 2001",ODI # 1775
113,Sri Lanka,Zimbabwe,Sri Lanka,9 wickets,Colombo (SSC),"Dec 8, 2001",ODI # 1776
114,West Indies,Zimbabwe,Zimbabwe,4 wickets,Colombo (SSC),"Dec 9, 2001",ODI # 1777
115,Sri Lanka,West Indies,West Indies,49 runs,Colombo (RPS),"Dec 11, 2001",ODI # 1778
116,Sri Lanka,Zimbabwe,Sri Lanka,59 runs,Colombo (RPS),"Dec 12, 2001",ODI # 1779
117,Sri Lanka,West Indies,Sri Lanka,8 wickets,Kandy,"Dec 15, 2001",ODI # 1780
118,West Indies,Zimbabwe,West Indies,8 wickets,Kandy,"Dec 16, 2001",ODI # 1781
119,Sri Lanka,West Indies,Sri Lanka,34 runs,Colombo (RPS),"Dec 19, 2001",ODI # 1782
