,Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
24,New Zealand,Zimbabwe,Zimbabwe,1 run,Christchurch,"Mar 4, 1998",ODI # 1294
25,New Zealand,Zimbabwe,New Zealand,9 wickets,Napier,"Mar 6, 1998",ODI # 1295
26,New Zealand,Zimbabwe,New Zealand,2 runs,Auckland,"Mar 8, 1998",ODI # 1296
27,Zimbabwe,Pakistan,Pakistan,4 wickets,Harare,"Mar 28, 1998",ODI # 1297
28,Zimbabwe,Pakistan,Pakistan,4 wickets,Harare,"Mar 29, 1998",ODI # 1298
29,West Indies,England,England,16 runs,Bridgetown,"Mar 29, 1998",ODI # 1299
30,India,Australia,India,41 runs,Kochi,"Apr 1, 1998",ODI # 1300
31,West Indies,England,West Indies,1 wicket,Bridgetown,"Apr 1, 1998",ODI # 1301
32,Australia,Zimbabwe,Australia,13 runs,Ahmedabad,"Apr 3, 1998",ODI # 1302
33,South Africa,Pakistan,South Africa,52 runs,Durban,"Apr 3, 1998",ODI # 1303
34,West Indies,England,West Indies,5 wickets,Kingstown,"Apr 4, 1998",ODI # 1304
35,India,Zimbabwe,India,13 runs,Vadodara,"Apr 5, 1998",ODI # 1305
36,South Africa,Sri Lanka,South Africa,57 runs,Johannesburg,"Apr 5, 1998",ODI # 1306
37,West Indies,England,West Indies,4 wickets,Kingstown,"Apr 5, 1998",ODI # 1307
38,India,Australia,India,6 wickets,Kanpur,"Apr 7, 1998",ODI # 1308
39,Pakistan,Sri Lanka,Pakistan,4 wickets,Kimberley,"Apr 7, 1998",ODI # 1309
40,West Indies,England,West Indies,57 runs,Port of Spain,"Apr 8, 1998",ODI # 1310
41,India,Zimbabwe,India,32 runs,Cuttack,"Apr 9, 1998",ODI # 1311
42,Pakistan,Sri Lanka,Pakistan,110 runs,Paarl,"Apr 9, 1998",ODI # 1312
43,Australia,Zimbabwe,Australia,16 runs,Delhi,"Apr 11, 1998",ODI # 1313
44,South Africa,Pakistan,South Africa,3 wickets,East London,"Apr 11, 1998",ODI # 1314
45,South Africa,Sri Lanka,Sri Lanka,6 wickets,Port Elizabeth,"Apr 13, 1998",ODI # 1315
46,India,Australia,Australia,4 wickets,Delhi,"Apr 14, 1998",ODI # 1316
47,Pakistan,Sri Lanka,Sri Lanka,115 runs,Benoni,"Apr 15, 1998",ODI # 1317
48,South Africa,Pakistan,South Africa,7 wickets,Centurion,"Apr 17, 1998",ODI # 1318
49,India,New Zealand,India,15 runs,Sharjah,"Apr 17, 1998",ODI # 1319
50,Australia,New Zealand,Australia,6 wickets,Sharjah,"Apr 18, 1998",ODI # 1320
51,South Africa,Sri Lanka,South Africa,5 wickets,Bloemfontein,"Apr 19, 1998",ODI # 1321
52,Australia,India,Australia,58 runs,Sharjah,"Apr 19, 1998",ODI # 1322
53,India,New Zealand,New Zealand,4 wickets,Sharjah,"Apr 20, 1998",ODI # 1323
54,Australia,New Zealand,Australia,5 wickets,Sharjah,"Apr 21, 1998",ODI # 1324
55,Australia,India,Australia,26 runs,Sharjah,"Apr 22, 1998",ODI # 1325
56,South Africa,Pakistan,South Africa,9 wickets,Cape Town,"Apr 23, 1998",ODI # 1326
57,Australia,India,India,6 wickets,Sharjah,"Apr 24, 1998",ODI # 1327
58,India,Bangladesh,India,5 wickets,Mohali,"May 14, 1998",ODI # 1328
59,Bangladesh,Kenya,Bangladesh,6 wickets,Hyderabad (Deccan),"May 17, 1998",ODI # 1329
60,India,Kenya,India,4 wickets,Bengaluru,"May 20, 1998",ODI # 1330
61,England,South Africa,South Africa,3 wickets,The Oval,"May 21, 1998",ODI # 1331
62,Bangladesh,Kenya,Kenya,28 runs,Chennai,"May 23, 1998",ODI # 1333
63,England,South Africa,South Africa,32 runs,Manchester,"May 23, 1998",ODI # 1332
64,England,South Africa,England,7 wickets,Leeds,"May 24, 1998",ODI # 1334
65,India,Bangladesh,India,5 wickets,Mumbai,"May 25, 1998",ODI # 1335
66,India,Kenya,Kenya,69 runs,Gwalior,"May 28, 1998",ODI # 1336
67,India,Kenya,India,9 wickets,Kolkata,"May 31, 1998",ODI # 1337
68,Sri Lanka,India,India,8 wickets,Colombo (RPS),"Jun 19, 1998",ODI # 1338
69,Sri Lanka,New Zealand,Sri Lanka,7 wickets,Colombo (RPS),"Jun 21, 1998",ODI # 1339
70,India,New Zealand,no result,,Colombo (RPS),"Jun 23, 1998",ODI # 1340
71,Sri Lanka,India,Sri Lanka,8 runs,Colombo (SSC),"Jul 1, 1998",ODI # 1341
72,India,New Zealand,no result,,Colombo (SSC),"Jul 3, 1998",ODI # 1342
73,Sri Lanka,New Zealand,Sri Lanka,87 runs,Colombo (SSC),"Jul 5, 1998",ODI # 1343
74,Sri Lanka,India,India,6 runs,Colombo (RPS),"Jul 7, 1998",ODI # 1344
75,South Africa,Sri Lanka,Sri Lanka,57 runs,Nottingham,"Aug 14, 1998",ODI # 1345
76,England,Sri Lanka,England,36 runs,Lord's,"Aug 16, 1998",ODI # 1346
77,England,South Africa,South Africa,14 runs,Birmingham,"Aug 18, 1998",ODI # 1347
78,England,Sri Lanka,Sri Lanka,5 wickets,Lord's,"Aug 20, 1998",ODI # 1348
79,India,Pakistan,India,6 wickets,Toronto,"Sep 12, 1998",ODI # 1349
80,India,Pakistan,Pakistan,51 runs,Toronto,"Sep 13, 1998",ODI # 1350
81,India,Pakistan,Pakistan,77 runs,Toronto,"Sep 16, 1998",ODI # 1351
82,India,Pakistan,Pakistan,134 runs,Toronto,"Sep 19, 1998",ODI # 1352
83,India,Pakistan,Pakistan,5 wickets,Toronto,"Sep 20, 1998",ODI # 1353
84,Zimbabwe,India,India,8 wickets,Bulawayo,"Sep 26, 1998",ODI # 1354
85,Zimbabwe,India,India,8 wickets,Bulawayo,"Sep 27, 1998",ODI # 1355
86,Zimbabwe,India,Zimbabwe,37 runs,Harare,"Sep 30, 1998",ODI # 1356
87,New Zealand,Zimbabwe,New Zealand,5 wickets,Dhaka,"Oct 24, 1998",ODI # 1357
88,England,South Africa,South Africa,6 wickets,Dhaka,"Oct 25, 1998",ODI # 1358
89,New Zealand,Sri Lanka,Sri Lanka,5 wickets,Dhaka,"Oct 26, 1998",ODI # 1359
90,Australia,India,India,44 runs,Dhaka,"Oct 28, 1998",ODI # 1360
91,Pakistan,West Indies,West Indies,30 runs,Dhaka,"Oct 29, 1998",ODI # 1361
92,South Africa,Sri Lanka,South Africa,92 runs,Dhaka,"Oct 30, 1998",ODI # 1362
93,India,West Indies,West Indies,6 wickets,Dhaka,"Oct 31, 1998",ODI # 1363
94,South Africa,West Indies,South Africa,4 wickets,Dhaka,"Nov 1, 1998",ODI # 1364
95,Pakistan,Australia,Australia,86 runs,Karachi,"Nov 6, 1998",ODI # 1365
96,India,Sri Lanka,India,3 wickets,Sharjah,"Nov 6, 1998",ODI # 1366
97,Sri Lanka,Zimbabwe,Zimbabwe,7 wickets,Sharjah,"Nov 7, 1998",ODI # 1367
98,Pakistan,Australia,Australia,5 wickets,Peshawar,"Nov 8, 1998",ODI # 1368
99,India,Zimbabwe,India,7 wickets,Sharjah,"Nov 8, 1998",ODI # 1369
100,India,Sri Lanka,India,81 runs,Sharjah,"Nov 9, 1998",ODI # 1370
101,Pakistan,Australia,Australia,6 wickets,Lahore,"Nov 10, 1998",ODI # 1371
102,Sri Lanka,Zimbabwe,Zimbabwe,24 runs,Sharjah,"Nov 10, 1998",ODI # 1372
103,India,Zimbabwe,Zimbabwe,13 runs,Sharjah,"Nov 11, 1998",ODI # 1373
104,India,Zimbabwe,India,10 wickets,Sharjah,"Nov 13, 1998",ODI # 1374
105,Pakistan,Zimbabwe,Pakistan,4 wickets,Gujranwala,"Nov 20, 1998",ODI # 1375
106,Pakistan,Zimbabwe,Zimbabwe,6 wickets,Sheikhupura,"Nov 22, 1998",ODI # 1376
107,Pakistan,Zimbabwe,Pakistan,111 runs,Rawalpindi,"Nov 24, 1998",ODI # 1377
