Scorecard,Team 1,Team 2,Winner,Margin,Ground,Match Date
ODI # 699,Australia,West Indies,no result,,Melbourne,"Jan 9, 1992"
ODI # 700,Pakistan,Sri Lanka,Pakistan,8 wickets,Sargodha,"Jan 10, 1992"
ODI # 701,New Zealand,England,England,7 wickets,Auckland,"Jan 11, 1992"
ODI # 702,India,West Indies,West Indies,6 wickets,Brisbane,"Jan 11, 1992"
ODI # 703,Australia,West Indies,West Indies,12 runs,Brisbane,"Jan 12, 1992"
ODI # 704,Pakistan,Sri Lanka,Pakistan,29 runs,Karachi,"Jan 13, 1992"
ODI # 705,Australia,India,Australia,9 wickets,Sydney,"Jan 14, 1992"
ODI # 706,Pakistan,Sri Lanka,Pakistan,59 runs,Hyderabad (Sind),"Jan 15, 1992"
ODI # 707,India,West Indies,India,5 wickets,Melbourne,"Jan 16, 1992"
ODI # 708,Pakistan,Sri Lanka,Sri Lanka,4 wickets,Multan,"Jan 17, 1992"
ODI # 709,Australia,India,Australia,88 runs,Melbourne,"Jan 18, 1992"
ODI # 710,Pakistan,Sri Lanka,Pakistan,117 runs,Rawalpindi,"Jan 19, 1992"
ODI # 711,Australia,India,Australia,6 runs,Sydney,"Jan 20, 1992"
ODI # 712,New Zealand,England,England,3 wickets,Dunedin,"Feb 12, 1992"
ODI # 713,New Zealand,England,England,71 runs,Christchurch,"Feb 15, 1992"
ODI # 714,New Zealand,Australia,New Zealand,37 runs,Auckland,"Feb 22, 1992"
ODI # 715,England,India,England,9 runs,Perth,"Feb 22, 1992"
ODI # 716,Sri Lanka,Zimbabwe,Sri Lanka,3 wickets,New Plymouth,"Feb 23, 1992"
ODI # 717,Pakistan,West Indies,West Indies,10 wickets,Melbourne,"Feb 23, 1992"
ODI # 718,New Zealand,Sri Lanka,New Zealand,6 wickets,Hamilton,"Feb 25, 1992"
ODI # 719,Australia,South Africa,South Africa,9 wickets,Sydney,"Feb 26, 1992"
ODI # 720,Pakistan,Zimbabwe,Pakistan,53 runs,Hobart,"Feb 27, 1992"
ODI # 721,England,West Indies,England,6 wickets,Melbourne,"Feb 27, 1992"
ODI # 722,India,Sri Lanka,no result,,Mackay,"Feb 28, 1992"
ODI # 723,New Zealand,South Africa,New Zealand,7 wickets,Auckland,"Feb 29, 1992"
ODI # 724,West Indies,Zimbabwe,West Indies,75 runs,Brisbane,"Feb 29, 1992"
ODI # 725,Australia,India,Australia,1 run,Brisbane,"Mar 1, 1992"
ODI # 726,England,Pakistan,no result,,Adelaide,"Mar 1, 1992"
ODI # 727,South Africa,Sri Lanka,Sri Lanka,3 wickets,Wellington,"Mar 2, 1992"
ODI # 728,New Zealand,Zimbabwe,New Zealand,48 runs,Napier,"Mar 3, 1992"
ODI # 729,India,Pakistan,India,43 runs,Sydney,"Mar 4, 1992"
ODI # 730,South Africa,West Indies,South Africa,64 runs,Christchurch,"Mar 5, 1992"
ODI # 731,Australia,England,England,8 wickets,Sydney,"Mar 5, 1992"
ODI # 732,India,Zimbabwe,India,55 runs,Hamilton,"Mar 7, 1992"
ODI # 733,Australia,Sri Lanka,Australia,7 wickets,Adelaide,"Mar 7, 1992"
ODI # 734,New Zealand,West Indies,New Zealand,5 wickets,Auckland,"Mar 8, 1992"
ODI # 735,Pakistan,South Africa,South Africa,20 runs,Brisbane,"Mar 8, 1992"
ODI # 736,England,Sri Lanka,England,106 runs,Ballarat,"Mar 9, 1992"
ODI # 737,India,West Indies,West Indies,5 wickets,Wellington,"Mar 10, 1992"
ODI # 738,South Africa,Zimbabwe,South Africa,7 wickets,Canberra,"Mar 10, 1992"
ODI # 739,Australia,Pakistan,Pakistan,48 runs,Perth,"Mar 11, 1992"
ODI # 740,New Zealand,India,New Zealand,4 wickets,Dunedin,"Mar 12, 1992"
ODI # 741,England,South Africa,England,3 wickets,Melbourne,"Mar 12, 1992"
ODI # 742,Sri Lanka,West Indies,West Indies,91 runs,Berri,"Mar 13, 1992"
ODI # 743,Australia,Zimbabwe,Australia,128 runs,Hobart,"Mar 14, 1992"
ODI # 744,New Zealand,England,New Zealand,7 wickets,Wellington,"Mar 15, 1992"
ODI # 745,India,South Africa,South Africa,6 wickets,Adelaide,"Mar 15, 1992"
ODI # 746,Pakistan,Sri Lanka,Pakistan,4 wickets,Perth,"Mar 15, 1992"
ODI # 747,New Zealand,Pakistan,Pakistan,7 wickets,Christchurch,"Mar 18, 1992"
ODI # 748,England,Zimbabwe,Zimbabwe,9 runs,Albury,"Mar 18, 1992"
ODI # 749,Australia,West Indies,Australia,57 runs,Melbourne,"Mar 18, 1992"
ODI # 750,New Zealand,Pakistan,Pakistan,4 wickets,Auckland,"Mar 21, 1992"
ODI # 751,England,South Africa,England,19 runs,Sydney,"Mar 22, 1992"
ODI # 752,England,Pakistan,Pakistan,22 runs,Melbourne,"Mar 25, 1992"
ODI # 753,West Indies,South Africa,West Indies,107 runs,Kingston,"Apr 7, 1992"
ODI # 754,West Indies,South Africa,West Indies,10 wickets,Port of Spain,"Apr 11, 1992"
ODI # 755,West Indies,South Africa,West Indies,7 wickets,Port of Spain,"Apr 12, 1992"
ODI # 756,England,Pakistan,England,79 runs,Lord's,"May 20, 1992"
ODI # 757,England,Pakistan,England,39 runs,The Oval,"May 22, 1992"
ODI # 758,Sri Lanka,Australia,Sri Lanka,4 wickets,Colombo (PSS),"Aug 15, 1992"
ODI # 759,England,Pakistan,England,198 runs,Nottingham,"Aug 20, 1992"
ODI # 760,England,Pakistan,Pakistan,3 runs,Lord's,"Aug 22, 1992"
ODI # 761,England,Pakistan,England,6 wickets,Manchester,"Aug 24, 1992"
