Scorecard,Team 1,Team 2,Winner,Margin,Ground,Match Date
ODI # 1155,Australia,Pakistan,Pakistan,4 wickets,Sydney,"Jan 1, 1997"
ODI # 1156,Zimbabwe,England,Zimbabwe,7 runs,Harare,"Jan 1, 1997"
ODI # 1157,Pakistan,West Indies,West Indies,6 wickets,Brisbane,"Jan 3, 1997"
ODI # 1158,Zimbabwe,England,Zimbabwe,131 runs,Harare,"Jan 3, 1997"
ODI # 1159,Australia,West Indies,West Indies,7 wickets,Brisbane,"Jan 5, 1997"
ODI # 1160,Australia,Pakistan,Pakistan,29 runs,Hobart,"Jan 7, 1997"
ODI # 1161,Pakistan,West Indies,West Indies,5 wickets,Perth,"Jan 10, 1997"
ODI # 1162,Australia,West Indies,West Indies,4 wickets,Perth,"Jan 12, 1997"
ODI # 1163,Pakistan,West Indies,Pakistan,8 wickets,Sydney,"Jan 14, 1997"
ODI # 1164,Australia,Pakistan,Australia,3 wickets,Melbourne,"Jan 16, 1997"
ODI # 1165,Pakistan,West Indies,Pakistan,4 wickets,Sydney,"Jan 18, 1997"
ODI # 1166,Pakistan,West Indies,Pakistan,62 runs,Melbourne,"Jan 20, 1997"
ODI # 1167,South Africa,India,South Africa,39 runs,Bloemfontein,"Jan 23, 1997"
ODI # 1168,South Africa,Zimbabwe,South Africa,5 wickets,Centurion,"Jan 25, 1997"
ODI # 1169,India,Zimbabwe,tied,,Paarl,"Jan 27, 1997"
ODI # 1170,South Africa,Zimbabwe,South Africa,5 wickets,Cape Town,"Jan 29, 1997"
ODI # 1171,South Africa,Zimbabwe,South Africa,4 wickets,Johannesburg,"Jan 31, 1997"
ODI # 1172,South Africa,India,South Africa,6 wickets,Port Elizabeth,"Feb 2, 1997"
ODI # 1173,South Africa,India,South Africa,6 wickets,East London,"Feb 4, 1997"
ODI # 1174,India,Zimbabwe,Zimbabwe,3 wickets,Centurion,"Feb 7, 1997"
ODI # 1175,India,Zimbabwe,India,6 wickets,Benoni,"Feb 9, 1997"
ODI # 1176,South Africa,India,no result,,Durban,"Feb 12, 1997"
ODI # 1177,South Africa,India,South Africa,17 runs,Durban,"Feb 13, 1997"
ODI # 1178,Zimbabwe,India,Zimbabwe,8 wickets,Bulawayo,"Feb 15, 1997"
ODI # 1179,New Zealand,England,England,4 wickets,Christchurch,"Feb 20, 1997"
ODI # 1180,New Zealand,England,England,6 wickets,Auckland,"Feb 23, 1997"
ODI # 1181,New Zealand,England,tied,,Napier,"Feb 26, 1997"
