Scorecard,Team 1,Team 2,Winner,Margin,Ground,Match Date
ODI # 1182,New Zealand,England,New Zealand,9 runs,Auckland,"Mar 2, 1997"
ODI # 1183,New Zealand,England,New Zealand,28 runs,Wellington,"Mar 4, 1997"
ODI # 1184,New Zealand,Sri Lanka,Sri Lanka,6 wickets,Christchurch,"Mar 25, 1997"
ODI # 1185,New Zealand,Sri Lanka,New Zealand,69 runs,Wellington,"Mar 27, 1997"
ODI # 1186,South Africa,Australia,South Africa,6 wickets,East London,"Mar 29, 1997"
ODI # 1187,South Africa,Australia,Australia,7 wickets,Port Elizabeth,"Mar 31, 1997"
ODI # 1188,South Africa,Australia,South Africa,46 runs,Cape Town,"Apr 2, 1997"
ODI # 1189,Sri Lanka,Zimbabwe,Sri Lanka,7 wickets,Sharjah,"Apr 3, 1997"
ODI # 1190,Pakistan,Sri Lanka,Sri Lanka,19 runs,Sharjah,"Apr 4, 1997"
ODI # 1191,South Africa,Australia,Australia,15 runs,Durban,"Apr 5, 1997"
ODI # 1192,Pakistan,Zimbabwe,Pakistan,93 runs,Sharjah,"Apr 6, 1997"
ODI # 1193,Pakistan,Sri Lanka,Sri Lanka,51 runs,Sharjah,"Apr 7, 1997"
ODI # 1194,Sri Lanka,Zimbabwe,Zimbabwe,50 runs,Sharjah,"Apr 8, 1997"
ODI # 1195,South Africa,Australia,Australia,8 runs,Johannesburg,"Apr 8, 1997"
ODI # 1196,Pakistan,Zimbabwe,Pakistan,32 runs,Sharjah,"Apr 9, 1997"
ODI # 1197,South Africa,Australia,Australia,5 wickets,Centurion,"Apr 10, 1997"
ODI # 1198,Pakistan,Sri Lanka,Sri Lanka,4 wickets,Sharjah,"Apr 11, 1997"
ODI # 1199,South Africa,Australia,South Africa,109 runs,Bloemfontein,"Apr 13, 1997"
ODI # 1200,West Indies,India,West Indies,8 wickets,Port of Spain,"Apr 26, 1997"
ODI # 1201,West Indies,India,India,10 wickets,Port of Spain,"Apr 27, 1997"
ODI # 1202,West Indies,India,West Indies,18 runs,Kingstown,"Apr 30, 1997"
ODI # 1203,West Indies,India,West Indies,10 wickets,Bridgetown,"May 3, 1997"
ODI # 1204,New Zealand,Pakistan,New Zealand,22 runs,Mohali,"May 9, 1997"
ODI # 1205,Pakistan,Sri Lanka,Pakistan,30 runs,Gwalior,"May 12, 1997"
ODI # 1206,India,New Zealand,India,8 wickets,Bengaluru,"May 14, 1997"
ODI # 1207,India,Sri Lanka,Sri Lanka,5 wickets,Mumbai,"May 17, 1997"
ODI # 1208,New Zealand,Sri Lanka,Sri Lanka,52 runs,Hyderabad (Deccan),"May 20, 1997"
ODI # 1209,India,Pakistan,Pakistan,35 runs,Chennai,"May 21, 1997"
ODI # 1210,England,Australia,England,6 wickets,Leeds,"May 22, 1997"
ODI # 1212,Pakistan,Sri Lanka,Sri Lanka,115 runs,Mohali,"May 24, 1997"
ODI # 1211,England,Australia,England,6 wickets,The Oval,"May 24, 1997"
ODI # 1213,England,Australia,England,6 wickets,Lord's,"May 25, 1997"
ODI # 1214,Pakistan,Sri Lanka,Sri Lanka,85 runs,Kolkata,"May 27, 1997"
ODI # 1215,West Indies,Sri Lanka,West Indies,35 runs,Port of Spain,"Jun 6, 1997"
ODI # 1216,Sri Lanka,Pakistan,Sri Lanka,15 runs,Colombo (RPS),"Jul 14, 1997"
ODI # 1217,Bangladesh,Pakistan,Pakistan,109 runs,Colombo (RPS),"Jul 16, 1997"
ODI # 1218,Sri Lanka,India,Sri Lanka,6 wickets,Colombo (RPS),"Jul 18, 1997"
ODI # 1219,India,Pakistan,no result,,Colombo (SSC),"Jul 20, 1997"
ODI # 1220,Sri Lanka,Bangladesh,Sri Lanka,103 runs,Colombo (SSC),"Jul 22, 1997"
ODI # 1221,Bangladesh,India,India,9 wickets,Colombo (SSC),"Jul 24, 1997"
ODI # 1222,Sri Lanka,India,Sri Lanka,8 wickets,Colombo (RPS),"Jul 26, 1997"
ODI # 1223,Sri Lanka,India,Sri Lanka,2 runs,Colombo (RPS),"Aug 17, 1997"
ODI # 1224,Sri Lanka,India,Sri Lanka,7 wickets,Colombo (RPS),"Aug 20, 1997"
ODI # 1225,Sri Lanka,India,no result,,Colombo (SSC),"Aug 23, 1997"
ODI # 1226,Sri Lanka,India,Sri Lanka,9 runs,Colombo (SSC),"Aug 24, 1997"
ODI # 1227,India,Pakistan,India,20 runs,Toronto,"Sep 13, 1997"
ODI # 1228,India,Pakistan,India,7 wickets,Toronto,"Sep 14, 1997"
ODI # 1229,India,Pakistan,no result,,Toronto,"Sep 17, 1997"
ODI # 1230,India,Pakistan,India,34 runs,Toronto,"Sep 18, 1997"
ODI # 1231,India,Pakistan,India,7 wickets,Toronto,"Sep 20, 1997"
ODI # 1232,India,Pakistan,Pakistan,5 wickets,Toronto,"Sep 21, 1997"
ODI # 1233,Pakistan,India,Pakistan,5 wickets,Hyderabad (Sind),"Sep 28, 1997"
ODI # 1234,Pakistan,India,India,4 wickets,Karachi,"Sep 30, 1997"
ODI # 1235,Zimbabwe,New Zealand,tied,,Bulawayo,"Oct 1, 1997"
ODI # 1236,Pakistan,India,Pakistan,9 wickets,Lahore,"Oct 2, 1997"
ODI # 1237,Zimbabwe,New Zealand,Zimbabwe,3 wickets,Harare,"Oct 4, 1997"
ODI # 1238,Zimbabwe,New Zealand,New Zealand,83 runs,Harare,"Oct 5, 1997"
ODI # 1239,Kenya,Bangladesh,Kenya,150 runs,Nairobi (Gym),"Oct 10, 1997"
ODI # 1240,Bangladesh,Zimbabwe,Zimbabwe,48 runs,Nairobi (Gym),"Oct 11, 1997"
ODI # 1241,Kenya,Zimbabwe,Zimbabwe,6 wickets,Nairobi (Gym),"Oct 12, 1997"
ODI # 1242,Bangladesh,Zimbabwe,Zimbabwe,192 runs,Nairobi (Aga),"Oct 14, 1997"
ODI # 1243,Kenya,Bangladesh,Kenya,8 wickets,Nairobi (Aga),"Oct 15, 1997"
ODI # 1244,Kenya,Zimbabwe,Zimbabwe,7 wickets,Nairobi (Aga),"Oct 16, 1997"
ODI # 1245,Kenya,Zimbabwe,Zimbabwe,83 runs,Nairobi (Gym),"Oct 18, 1997"
ODI # 1246,Kenya,Zimbabwe,Zimbabwe,82 runs,Nairobi (Gym),"Oct 19, 1997"
ODI # 1247,Sri Lanka,West Indies,Sri Lanka,7 wickets,Lahore,"Nov 1, 1997"
ODI # 1248,Pakistan,South Africa,South Africa,9 runs,Lahore,"Nov 2, 1997"
ODI # 1249,South Africa,West Indies,South Africa,5 wickets,Lahore,"Nov 3, 1997"
ODI # 1250,Pakistan,West Indies,Pakistan,8 wickets,Lahore,"Nov 4, 1997"
ODI # 1251,Pakistan,Sri Lanka,Sri Lanka,8 wickets,Lahore,"Nov 5, 1997"
ODI # 1252,South Africa,Sri Lanka,South Africa,66 runs,Lahore,"Nov 6, 1997"
ODI # 1253,South Africa,Sri Lanka,South Africa,4 wickets,Lahore,"Nov 8, 1997"
ODI # 1254,Australia,South Africa,South Africa,67 runs,Sydney,"Dec 4, 1997"
ODI # 1255,New Zealand,South Africa,New Zealand,47 runs,Adelaide,"Dec 6, 1997"
ODI # 1256,Australia,New Zealand,Australia,3 wickets,Adelaide,"Dec 7, 1997"
ODI # 1257,Australia,South Africa,South Africa,45 runs,Melbourne,"Dec 9, 1997"
ODI # 1258,New Zealand,South Africa,South Africa,1 run,Hobart,"Dec 11, 1997"
ODI # 1259,England,India,England,7 runs,Sharjah,"Dec 11, 1997"
ODI # 1260,Pakistan,West Indies,West Indies,43 runs,Sharjah,"Dec 12, 1997"
ODI # 1261,England,West Indies,England,4 wickets,Sharjah,"Dec 13, 1997"
ODI # 1262,India,Pakistan,Pakistan,4 wickets,Sharjah,"Dec 14, 1997"
ODI # 1263,England,Pakistan,England,8 runs,Sharjah,"Dec 15, 1997"
ODI # 1264,India,West Indies,West Indies,41 runs,Sharjah,"Dec 16, 1997"
ODI # 1265,Australia,New Zealand,Australia,6 wickets,Melbourne,"Dec 17, 1997"
ODI # 1266,England,West Indies,England,3 wickets,Sharjah,"Dec 19, 1997"
ODI # 1267,India,Sri Lanka,India,7 wickets,Guwahati,"Dec 22, 1997"
ODI # 1268,India,Sri Lanka,no result,,Indore,"Dec 25, 1997"
ODI # 1269,India,Sri Lanka,Sri Lanka,5 wickets,Margao,"Dec 28, 1997"
