Scorecard,Team 1,Team 2,Winner,Margin,Ground,Match Date
ODI # 870,New Zealand,South Africa,New Zealand,9 runs,Brisbane,"Jan 8, 1994"
ODI # 871,Australia,South Africa,Australia,48 runs,Brisbane,"Jan 9, 1994"
ODI # 872,Australia,New Zealand,New Zealand,13 runs,Sydney,"Jan 11, 1994"
ODI # 873,New Zealand,South Africa,South Africa,5 wickets,Perth,"Jan 14, 1994"
ODI # 874,Australia,South Africa,South Africa,82 runs,Perth,"Jan 16, 1994"
ODI # 875,Australia,New Zealand,Australia,51 runs,Melbourne,"Jan 19, 1994"
ODI # 876,Australia,South Africa,South Africa,28 runs,Melbourne,"Jan 21, 1994"
ODI # 877,Australia,South Africa,Australia,69 runs,Sydney,"Jan 23, 1994"
ODI # 878,Australia,South Africa,Australia,35 runs,Sydney,"Jan 25, 1994"
ODI # 879,India,Sri Lanka,India,8 runs,Rajkot,"Feb 15, 1994"
ODI # 880,West Indies,England,England,61 runs,Bridgetown,"Feb 16, 1994"
ODI # 881,India,Sri Lanka,India,7 wickets,Hyderabad (Deccan),"Feb 18, 1994"
ODI # 882,South Africa,Australia,South Africa,5 runs,Johannesburg,"Feb 19, 1994"
ODI # 883,India,Sri Lanka,Sri Lanka,4 wickets,Jalandhar,"Feb 20, 1994"
ODI # 884,South Africa,Australia,South Africa,56 runs,Centurion,"Feb 20, 1994"
ODI # 885,South Africa,Australia,Australia,88 runs,Port Elizabeth,"Feb 22, 1994"
ODI # 886,South Africa,Australia,South Africa,7 wickets,Durban,"Feb 24, 1994"
ODI # 887,West Indies,England,West Indies,3 wickets,Kingston,"Feb 26, 1994"
ODI # 888,West Indies,England,West Indies,165 runs,Kingstown,"Mar 2, 1994"
ODI # 889,New Zealand,Pakistan,Pakistan,5 wickets,Dunedin,"Mar 3, 1994"
ODI # 890,West Indies,England,West Indies,15 runs,Port of Spain,"Mar 5, 1994"
ODI # 891,New Zealand,Pakistan,Pakistan,36 runs,Auckland,"Mar 6, 1994"
ODI # 892,West Indies,England,England,5 wickets,Port of Spain,"Mar 6, 1994"
ODI # 893,New Zealand,Pakistan,Pakistan,11 runs,Wellington,"Mar 9, 1994"
ODI # 894,New Zealand,Pakistan,tied,,Auckland,"Mar 13, 1994"
