Scorecard,Team 1,Team 2,Winner,Margin,Ground,Match Date
ODI # 132,Australia,Pakistan,Pakistan,25 runs,Melbourne,"Jan 9, 1982"
ODI # 133,Australia,West Indies,West Indies,5 wickets,Melbourne,"Jan 10, 1982"
ODI # 134,Pakistan,West Indies,West Indies,7 wickets,Sydney,"Jan 12, 1982"
ODI # 135,Australia,Pakistan,Australia,76 runs,Sydney,"Jan 14, 1982"
ODI # 136,Pakistan,West Indies,West Indies,1 wicket,Brisbane,"Jan 16, 1982"
ODI # 137,Australia,West Indies,West Indies,5 wickets,Brisbane,"Jan 17, 1982"
ODI # 138,Australia,West Indies,Australia,5 runs,Sydney,"Jan 19, 1982"
ODI # 139,Australia,West Indies,West Indies,86 runs,Melbourne,"Jan 23, 1982"
ODI # 140,Australia,West Indies,West Indies,128 runs,Melbourne,"Jan 24, 1982"
ODI # 141,Australia,West Indies,Australia,46 runs,Sydney,"Jan 26, 1982"
ODI # 142,Australia,West Indies,West Indies,18 runs,Sydney,"Jan 27, 1982"
ODI # 143,India,England,India,5 wickets,Cuttack,"Jan 27, 1982"
ODI # 144,New Zealand,Australia,New Zealand,46 runs,Auckland,"Feb 13, 1982"
ODI # 145,Sri Lanka,England,England,5 runs,Colombo (SSC),"Feb 13, 1982"
ODI # 146,Sri Lanka,England,Sri Lanka,3 runs,Colombo (SSC),"Feb 14, 1982"
ODI # 147,New Zealand,Australia,Australia,6 wickets,Dunedin,"Feb 17, 1982"
ODI # 148,New Zealand,Australia,Australia,8 wickets,Wellington,"Feb 20, 1982"
ODI # 149,Pakistan,Sri Lanka,Pakistan,8 wickets,Karachi,"Mar 12, 1982"
ODI # 150,Pakistan,Sri Lanka,Sri Lanka,30 runs,Lahore,"Mar 29, 1982"
ODI # 151,Pakistan,Sri Lanka,Pakistan,5 wickets,Karachi,"Mar 31, 1982"
ODI # 152,England,India,England,9 wickets,Leeds,"Jun 2, 1982"
ODI # 153,England,India,England,114 runs,The Oval,"Jun 4, 1982"
ODI # 154,England,Pakistan,England,7 wickets,Nottingham,"Jul 17, 1982"
ODI # 155,England,Pakistan,England,73 runs,Manchester,"Jul 19, 1982"
ODI # 156,India,Sri Lanka,India,78 runs,Amritsar,"Sep 12, 1982"
ODI # 157,India,Sri Lanka,India,6 wickets,Delhi,"Sep 15, 1982"
ODI # 158,Pakistan,Australia,Pakistan,59 runs,Hyderabad (Sind),"Sep 20, 1982"
ODI # 159,India,Sri Lanka,India,6 wickets,Bengaluru,"Sep 26, 1982"
ODI # 160,Pakistan,Australia,Pakistan,28 runs,Lahore,"Oct 8, 1982"
ODI # 161,Pakistan,Australia,no result,,Karachi,"Oct 22, 1982"
ODI # 162,Pakistan,India,Pakistan,14 runs,Gujranwala,"Dec 3, 1982"
ODI # 163,Pakistan,India,Pakistan,37 runs,Multan,"Dec 17, 1982"
ODI # 164,Pakistan,India,India,18 runs,Lahore,"Dec 31, 1982"
