Scorecard,Team 1,Team 2,Winner,Margin,Ground,Match Date
ODI # 1707,New Zealand,Pakistan,Pakistan,8 wickets,Sharjah,"Apr 12, 2001"
ODI # 1708,Pakistan,Sri Lanka,Pakistan,28 runs,Sharjah,"Apr 13, 2001"
ODI # 1709,New Zealand,Pakistan,Pakistan,7 wickets,Sharjah,"Apr 15, 2001"
ODI # 1710,New Zealand,Sri Lanka,New Zealand,79 runs,Sharjah,"Apr 17, 2001"
ODI # 1711,Pakistan,Sri Lanka,Sri Lanka,77 runs,Sharjah,"Apr 20, 2001"
ODI # 1712,West Indies,South Africa,West Indies,3 wickets,Kingston,"Apr 28, 2001"
ODI # 1713,West Indies,South Africa,South Africa,8 wickets,St John's,"May 2, 2001"
ODI # 1714,West Indies,South Africa,South Africa,132 runs,St George's,"May 5, 2001"
ODI # 1715,West Indies,South Africa,South Africa,8 wickets,St George's,"May 6, 2001"
ODI # 1716,West Indies,South Africa,South Africa,7 wickets,Bridgetown,"May 9, 2001"
ODI # 1717,West Indies,South Africa,South Africa,53 runs,Port of Spain,"May 12, 2001"
ODI # 1718,West Indies,South Africa,West Indies,6 wickets,Kingstown,"May 16, 2001"
ODI # 1719,England,Pakistan,Pakistan,108 runs,Birmingham,"Jun 7, 2001"
ODI # 1720,Australia,Pakistan,Australia,7 wickets,Cardiff,"Jun 9, 2001"
ODI # 1721,England,Australia,Australia,5 wickets,Bristol,"Jun 10, 2001"
ODI # 1722,England,Pakistan,Pakistan,2 runs,Lord's,"Jun 12, 2001"
ODI # 1723,England,Australia,Australia,125 runs,Manchester,"Jun 14, 2001"
ODI # 1724,England,Pakistan,Pakistan,,Leeds,"Jun 17, 2001"
ODI # 1725,Australia,Pakistan,Pakistan,36 runs,Nottingham,"Jun 19, 2001"
ODI # 1726,England,Australia,Australia,8 wickets,The Oval,"Jun 21, 2001"
ODI # 1727,Zimbabwe,West Indies,West Indies,27 runs,Harare,"Jun 23, 2001"
ODI # 1728,Australia,Pakistan,Australia,9 wickets,Lord's,"Jun 23, 2001"
ODI # 1729,Zimbabwe,India,India,9 wickets,Harare,"Jun 24, 2001"
ODI # 1730,Zimbabwe,India,India,4 wickets,Bulawayo,"Jun 27, 2001"
ODI # 1731,India,West Indies,India,6 wickets,Bulawayo,"Jun 30, 2001"
ODI # 1732,Zimbabwe,West Indies,West Indies,5 wickets,Bulawayo,"Jul 1, 2001"
ODI # 1733,India,West Indies,India,6 wickets,Harare,"Jul 4, 2001"
ODI # 1734,India,West Indies,West Indies,16 runs,Harare,"Jul 7, 2001"
ODI # 1735,Sri Lanka,New Zealand,Sri Lanka,16 runs,Colombo (RPS),"Jul 18, 2001"
ODI # 1736,India,New Zealand,New Zealand,84 runs,Colombo (RPS),"Jul 20, 2001"
ODI # 1737,Sri Lanka,India,Sri Lanka,6 runs,Colombo (RPS),"Jul 22, 2001"
ODI # 1738,Sri Lanka,New Zealand,Sri Lanka,5 wickets,Colombo (RPS),"Jul 25, 2001"
ODI # 1739,India,New Zealand,New Zealand,67 runs,Colombo (RPS),"Jul 26, 2001"
ODI # 1740,Sri Lanka,India,India,7 wickets,Colombo (RPS),"Jul 28, 2001"
ODI # 1741,Sri Lanka,New Zealand,Sri Lanka,106 runs,Colombo (SSC),"Jul 31, 2001"
ODI # 1742,Sri Lanka,India,India,46 runs,Colombo (SSC),"Aug 1, 2001"
ODI # 1743,India,New Zealand,India,7 wickets,Colombo (SSC),"Aug 2, 2001"
ODI # 1744,Sri Lanka,India,Sri Lanka,121 runs,Colombo (RPS),"Aug 5, 2001"
ODI # 1745,Kenya,West Indies,West Indies,106 runs,Nairobi,"Aug 15, 2001"
ODI # 1746,Kenya,West Indies,West Indies,6 wickets,Nairobi (Gym),"Aug 18, 2001"
ODI # 1747,Kenya,West Indies,West Indies,7 wickets,Nairobi (Gym),"Aug 19, 2001"
ODI # 1748,Zimbabwe,South Africa,South Africa,153 runs,Bulawayo,"Sep 23, 2001"
ODI # 1749,Zimbabwe,South Africa,South Africa,148 runs,Harare,"Sep 29, 2001"
ODI # 1750,Zimbabwe,South Africa,South Africa,6 wickets,Harare,"Sep 30, 2001"
ODI # 1751,Zimbabwe,England,England,5 wickets,Harare,"Oct 3, 2001"
ODI # 1752,South Africa,India,South Africa,6 wickets,Johannesburg,"Oct 5, 2001"
ODI # 1753,Zimbabwe,England,England,8 wickets,Harare,"Oct 6, 2001"
ODI # 1754,Zimbabwe,England,England,4 wickets,Harare,"Oct 7, 2001"
ODI # 1755,South Africa,Kenya,South Africa,7 wickets,Benoni,"Oct 7, 2001"
ODI # 1756,Zimbabwe,England,England,70 runs,Bulawayo,"Oct 10, 2001"
ODI # 1757,South Africa,India,India,41 runs,Centurion,"Oct 10, 2001"
ODI # 1758,India,Kenya,India,10 wickets,Bloemfontein,"Oct 12, 2001"
ODI # 1759,Zimbabwe,England,England,7 wickets,Bulawayo,"Oct 13, 2001"
ODI # 1760,South Africa,Kenya,South Africa,9 wickets,Kimberley,"Oct 14, 2001"
ODI # 1761,India,Kenya,Kenya,70 runs,Port Elizabeth,"Oct 17, 2001"
ODI # 1762,South Africa,India,South Africa,46 runs,East London,"Oct 19, 2001"
ODI # 1763,South Africa,Kenya,South Africa,208 runs,Cape Town,"Oct 22, 2001"
ODI # 1764,India,Kenya,India,186 runs,Paarl,"Oct 24, 2001"
ODI # 1765,Sri Lanka,Zimbabwe,Sri Lanka,63 runs,Sharjah,"Oct 26, 2001"
ODI # 1766,South Africa,India,South Africa,6 wickets,Durban,"Oct 26, 2001"
ODI # 1767,Pakistan,Sri Lanka,Sri Lanka,7 wickets,Sharjah,"Oct 27, 2001"
ODI # 1768,Pakistan,Zimbabwe,Pakistan,106 runs,Sharjah,"Oct 28, 2001"
ODI # 1769,Sri Lanka,Zimbabwe,Sri Lanka,79 runs,Sharjah,"Oct 30, 2001"
ODI # 1770,Pakistan,Zimbabwe,Pakistan,29 runs,Sharjah,"Oct 31, 2001"
ODI # 1771,Pakistan,Sri Lanka,Pakistan,7 wickets,Sharjah,"Nov 2, 2001"
ODI # 1772,Pakistan,Sri Lanka,Pakistan,5 wickets,Sharjah,"Nov 4, 2001"
ODI # 1773,Bangladesh,Zimbabwe,Zimbabwe,5 wickets,Chittagong,"Nov 23, 2001"
ODI # 1774,Bangladesh,Zimbabwe,Zimbabwe,42 runs,Dhaka,"Nov 25, 2001"
ODI # 1775,Bangladesh,Zimbabwe,Zimbabwe,7 wickets,Dhaka,"Nov 26, 2001"
ODI # 1776,Sri Lanka,Zimbabwe,Sri Lanka,9 wickets,Colombo (SSC),"Dec 8, 2001"
ODI # 1777,West Indies,Zimbabwe,Zimbabwe,4 wickets,Colombo (SSC),"Dec 9, 2001"
ODI # 1778,Sri Lanka,West Indies,West Indies,49 runs,Colombo (RPS),"Dec 11, 2001"
ODI # 1779,Sri Lanka,Zimbabwe,Sri Lanka,59 runs,Colombo (RPS),"Dec 12, 2001"
ODI # 1780,Sri Lanka,West Indies,Sri Lanka,8 wickets,Kandy,"Dec 15, 2001"
ODI # 1781,West Indies,Zimbabwe,West Indies,8 wickets,Kandy,"Dec 16, 2001"
ODI # 1782,Sri Lanka,West Indies,Sri Lanka,34 runs,Colombo (RPS),"Dec 19, 2001"
